CaseID,Activity,StartTime,EndTime,Resource
GWF0050,Validate,2026-09-01T12:35:08.193223461,2026-09-01T12:44:00.754668406,Analyst_1
GWF0050,Review,2026-09-01T12:46:16.775766077,2026-09-01T13:00:45.380636743,Analyst_2
GWF0050,QA,2026-09-01T13:03:27.289500914,2026-09-01T13:13:52.539583209,QA_2
GWF0050,Rejected,2026-09-01T13:14:52.539583209,2026-09-01T13:15:04.539583209,System
GWF0051,Intake,2026-09-01T12:35:31.942456746,2026-09-01T12:40:05.932304187,Ops_2
GWF0051,Validate,2026-09-01T12:41:29.717540702,2026-09-01T12:52:08.891331522,Analyst_3
GWF0051,Auto_Check,2026-09-01T12:54:51.843537717,2026-09-01T12:57:29.139961763,System
GWF0051,QA,2026-09-01T12:58:16.940052089,2026-09-01T13:05:24.387182648,QA_1
GWF0051,Review,2026-09-01T13:06:50.697883482,2026-09-01T13:17:58.114078640,Analyst_4
GWF0051,QA,2026-09-01T13:20:32.714544270,2026-09-01T13:27:20.489397138,QA_1
GWF0051,Complete,2026-09-01T13:28:20.489397138,2026-09-01T13:28:32.489397138,System
GWF0052,Intake,2026-09-01T12:38:55.558029459,2026-09-01T12:43:31.580829892,Ops_2
GWF0052,Validate,2026-09-01T12:44:52.782433963,2026-09-01T12:52:40.894908339,Analyst_2
GWF0052,Review,2026-09-01T12:54:26.728208367,2026-09-01T13:09:08.982325693,Analyst_4
GWF0052,QA,2026-09-01T13:11:21.142824374,2026-09-01T13:18:54.582753111,QA_2
GWF0052,Complete,2026-09-01T13:19:54.582753111,2026-09-01T13:20:06.582753111,System
GWF0053,Intake,2026-09-01T12:44:28.000104567,2026-09-01T12:47:51.707455448,Ops_2
GWF0053,Validate,2026-09-01T12:48:54.125928709,2026-09-01T12:55:42.600811595,Analyst_2
GWF0053,Review,2026-09-01T12:57:41.629659372,2026-09-01T13:13:30.745330394,Analyst_4
GWF0053,QA,2026-09-01T13:15:08.374487592,2026-09-01T13:21:58.346096408,QA_1
GWF0053,Review,2026-09-01T13:25:28.665523647,2026-09-01T13:38:35.052673145,Analyst_3
GWF0053,QA,2026-09-01T13:42:34.390392351,2026-09-01T13:49:04.989153229,QA_1
GWF0053,Complete,2026-09-01T13:50:04.989153229,2026-09-01T13:50:16.989153229,System
GWF0054,Intake,2026-09-01T12:50:02.601735445,2026-09-01T12:53:54.699219358,Ops_2
GWF0054,Validate,2026-09-01T12:55:16.919724671,2026-09-01T13:04:39.334770556,Analyst_3
GWF0054,Review,2026-09-01T13:08:27.772279846,2026-09-01T13:20:13.395596309,Analyst_3
GWF0054,QA,2026-09-01T13:22:10.355734931,2026-09-01T13:29:02.284947767,QA_1
GWF0054,Manager_Approval,2026-09-01T13:31:18.834695318,2026-09-01T13:41:30.153422559,Manager_1
GWF0054,Complete,2026-09-01T13:42:30.153422559,2026-09-01T13:42:42.153422559,System
GWF0055,Intake,2026-09-01T12:57:58.730350401,2026-09-01T13:04:02.170456780,Ops_1
GWF0055,Validate,2026-09-01T13:05:01.941161001,2026-09-01T13:13:11.774321831,Analyst_1
GWF0055,Review,2026-09-01T13:16:19.422081275,2026-09-01T13:30:37.707101700,Analyst_4
GWF0055,Exception,2026-09-01T13:34:35.575809306,2026-09-01T13:51:48.378296613,Senior_2
GWF0055,QA,2026-09-01T13:53:39.338674982,2026-09-01T13:58:29.245635445,QA_1
GWF0055,Manager_Approval,2026-09-01T14:00:23.672835866,2026-09-01T14:07:57.577531640,Manager_1
GWF0055,Complete,2026-09-01T14:08:57.577531640,2026-09-01T14:09:09.577531640,System
GWF0056,Intake,2026-09-01T13:03:17.906258430,2026-09-01T13:07:44.587803005,Ops_2
GWF0056,Validate,2026-09-01T13:08:47.966706752,2026-09-01T13:18:56.138074814,Analyst_1
GWF0056,Auto_Check,2026-09-01T13:20:58.349483715,2026-09-01T13:22:39.097014071,System
GWF0056,QA,2026-09-01T13:24:05.167229322,2026-09-01T13:31:24.983432760,QA_1
GWF0056,Complete,2026-09-01T13:32:24.983432760,2026-09-01T13:32:36.983432760,System
GWF0057,Intake,2026-09-01T13:07:23.909757382,2026-09-01T13:11:16.353243668,Ops_2
GWF0057,Validate,2026-09-01T13:14:00.943751466,2026-09-01T13:24:23.795803754,Analyst_2
GWF0057,Auto_Check,2026-09-01T13:26:49.724489880,2026-09-01T13:29:18.775472028,System
GWF0057,QA,2026-09-01T13:30:09.971076377,2026-09-01T13:34:33.252358762,QA_2
GWF0057,Review,2026-09-01T13:37:33.990860705,2026-09-01T13:50:52.393239452,Analyst_2
GWF0057,QA,2026-09-01T13:54:07.594219210,2026-09-01T14:01:06.124241167,QA_1
GWF0057,Complete,2026-09-01T14:02:06.124241167,2026-09-01T14:02:18.124241167,System
GWF0058,Intake,2026-09-01T13:14:22.074089305,2026-09-01T13:20:02.692641224,Ops_2
GWF0058,Validate,2026-09-01T13:21:40.299312822,2026-09-01T13:30:56.930037170,Analyst_3
GWF0058,Auto_Check,2026-09-01T13:34:52.712864643,2026-09-01T13:36:50.046408052,System
GWF0058,QA,2026-09-01T13:37:58.330144724,2026-09-01T13:46:05.290244427,QA_2
GWF0058,Complete,2026-09-01T13:47:05.290244427,2026-09-01T13:47:17.290244427,System
GWF0059,Intake,2026-09-01T13:19:07.228267968,2026-09-01T13:23:00.887874030,Ops_2
GWF0059,Validate,2026-09-01T13:23:56.640063694,2026-09-01T13:32:54.359796511,Analyst_2
GWF0059,Review,2026-09-01T13:34:37.942918516,2026-09-01T13:52:57.546732052,Analyst_4
GWF0059,Exception,2026-09-01T13:55:40.516444366,2026-09-01T14:12:22.477498679,Senior_1
GWF0059,QA,2026-09-01T14:20:50.631423048,2026-09-01T14:30:52.634398630,QA_2
GWF0059,Complete,2026-09-01T14:31:52.634398630,2026-09-01T14:32:04.634398630,System
GWF0060,Intake,2026-09-01T13:24:37.259863710,2026-09-01T13:28:42.160946721,Ops_2
GWF0060,Validate,2026-09-01T13:29:32.585559435,2026-09-01T13:40:26.557375961,Analyst_2
GWF0060,Review,2026-09-01T13:42:54.206528193,2026-09-01T13:59:33.525535661,Analyst_4
GWF0060,QA,2026-09-01T14:03:53.479642787,2026-09-01T14:10:56.698373457,QA_1
GWF0060,Review,2026-09-01T14:13:31.657965023,2026-09-01T14:20:33.165469681,Analyst_4
GWF0060,QA,2026-09-01T14:24:06.725137017,2026-09-01T14:30:17.393980709,QA_2
GWF0060,Complete,2026-09-01T14:31:17.393980709,2026-09-01T14:31:29.393980709,System
GWF0061,Intake,2026-09-01T13:31:02.177746161,2026-09-01T13:34:40.236623338,Ops_1
GWF0061,Validate,2026-09-01T13:36:04.580127253,2026-09-01T13:47:13.002623616,Analyst_3
GWF0061,Review,2026-09-01T13:48:36.421204211,2026-09-01T14:02:22.178104827,Analyst_2
GWF0061,Exception,2026-09-01T14:07:52.902557029,2026-09-01T14:23:22.832247713,Senior_1
GWF0061,QA,2026-09-01T14:27:50.546272397,2026-09-01T14:36:14.340991176,QA_1
GWF0061,Manager_Approval,2026-09-01T14:38:35.763530147,2026-09-01T14:48:59.069556089,Manager_1
GWF0061,Rejected,2026-09-01T14:49:59.069556089,2026-09-01T14:50:11.069556089,System
GWF0062,Intake,2026-09-01T13:35:28.087325114,2026-09-01T13:39:02.358153411,Ops_2
GWF0062,Validate,2026-09-01T13:40:17.593715349,2026-09-01T13:49:24.833439390,Analyst_3
GWF0062,Review,2026-09-01T13:51:27.689921630,2026-09-01T14:11:21.490741681,Analyst_3
GWF0062,QA,2026-09-01T14:15:36.886295413,2026-09-01T14:24:25.050296287,QA_2
GWF0062,Complete,2026-09-01T14:25:25.050296287,2026-09-01T14:25:37.050296287,System
GWF0063,Intake,2026-09-01T13:41:48.504575584,2026-09-01T13:45:33.233664878,Ops_1
GWF0063,Validate,2026-09-01T13:47:58.907162779,2026-09-01T14:00:02.554695889,Analyst_2
GWF0063,Auto_Check,2026-09-01T14:01:46.049116248,2026-09-01T14:04:05.005929285,System
GWF0063,QA,2026-09-01T14:05:18.264085175,2026-09-01T14:12:11.886205639,QA_2
GWF0063,Manager_Approval,2026-09-01T14:14:09.550067552,2026-09-01T14:28:43.645362806,Manager_1
GWF0063,Complete,2026-09-01T14:29:43.645362806,2026-09-01T14:29:55.645362806,System
GWF0064,Intake,2026-09-01T13:47:08.027611174,2026-09-01T13:50:18.393085784,Ops_1
GWF0064,Validate,2026-09-01T13:51:41.532553037,2026-09-01T13:59:05.543527759,Analyst_3
GWF0064,Review,2026-09-01T14:01:53.490831282,2026-09-01T14:14:41.809572795,Analyst_3
GWF0064,QA,2026-09-01T14:18:39.886614449,2026-09-01T14:25:25.926628255,QA_2
GWF0064,Complete,2026-09-01T14:26:25.926628255,2026-09-01T14:26:37.926628255,System
GWF0065,Intake,2026-09-01T13:53:02.871312506,2026-09-01T13:57:03.733439312,Ops_1
GWF0065,Validate,2026-09-01T13:58:50.940327747,2026-09-01T14:09:45.246747568,Analyst_1
GWF0065,Auto_Check,2026-09-01T14:11:58.857893753,2026-09-01T14:13:54.997940040,System
GWF0065,QA,2026-09-01T14:14:56.487784325,2026-09-01T14:20:35.451045460,QA_2
GWF0065,Complete,2026-09-01T14:21:35.451045460,2026-09-01T14:21:47.451045460,System
GWF0066,Intake,2026-09-01T13:56:40.471645666,2026-09-01T14:00:57.694235400,Ops_2
GWF0066,Validate,2026-09-01T14:02:39.442025872,2026-09-01T14:10:54.008433937,Analyst_3
GWF0066,Auto_Check,2026-09-01T14:13:41.818352076,2026-09-01T14:16:04.837686249,System
GWF0066,QA,2026-09-01T14:16:52.916739721,2026-09-01T14:23:18.519926311,QA_1
GWF0066,Complete,2026-09-01T14:24:18.519926311,2026-09-01T14:24:30.519926311,System
GWF0067,Intake,2026-09-01T14:03:02.967668505,2026-09-01T14:06:49.229830695,Ops_2
GWF0067,Validate,2026-09-01T14:08:12.466851392,2026-09-01T14:13:12.909733288,Analyst_1
GWF0067,Auto_Check,2026-09-01T14:16:00.757072589,2026-09-01T14:17:43.587071160,System
GWF0067,QA,2026-09-01T14:18:39.639602838,2026-09-01T14:26:04.180114004,QA_1
GWF0067,Review,2026-09-01T14:28:13.008952172,2026-09-01T14:35:29.998728106,Analyst_2
GWF0067,QA,2026-09-01T14:37:43.589946831,2026-09-01T14:45:38.133525028,QA_2
GWF0067,Complete,2026-09-01T14:46:38.133525028,2026-09-01T14:46:50.133525028,System
GWF0068,Intake,2026-09-01T14:07:07.701911504,2026-09-01T14:11:22.059678827,Ops_2
GWF0068,Validate,2026-09-01T14:12:42.467664460,2026-09-01T14:21:36.007883622,Analyst_1
GWF0068,Review,2026-09-01T14:25:30.307409637,2026-09-01T14:41:56.422789430,Analyst_3
GWF0068,QA,2026-09-01T14:44:46.340313771,2026-09-01T14:51:24.193804021,QA_2
GWF0068,Complete,2026-09-01T14:52:24.193804021,2026-09-01T14:52:36.193804021,System
GWF0069,Intake,2026-09-01T14:12:01.025009811,2026-09-01T14:15:46.788240523,Ops_2
GWF0069,Validate,2026-09-01T14:17:43.232689687,2026-09-01T14:26:05.357932401,Analyst_2
GWF0069,Review,2026-09-01T14:28:22.595663325,2026-09-01T14:44:47.575955379,Analyst_2
GWF0069,QA,2026-09-01T14:51:43.289207871,2026-09-01T14:57:03.478388284,QA_2
GWF0069,Complete,2026-09-01T14:58:03.478388284,2026-09-01T14:58:15.478388284,System
GWF0070,Intake,2026-09-01T14:18:40.710779449,2026-09-01T14:22:07.579671339,Ops_1
GWF0070,Validate,2026-09-01T14:24:04.122154344,2026-09-01T14:34:37.504631955,Analyst_1
GWF0070,Review,2026-09-01T14:36:13.851988065,2026-09-01T14:49:47.064061413,Analyst_2
GWF0070,Exception,2026-09-01T14:51:06.465980449,2026-09-01T15:09:57.456770507,Senior_2
GWF0070,QA,2026-09-01T15:17:45.606010391,2026-09-01T15:26:31.175624032,QA_1
GWF0070,Complete,2026-09-01T15:27:31.175624032,2026-09-01T15:27:43.175624032,System
GWF0071,Intake,2026-09-01T14:26:09.471421650,2026-09-01T14:29:33.646308781,Ops_2
GWF0071,Validate,2026-09-01T14:31:00.355551860,2026-09-01T14:37:07.401830112,Analyst_2
GWF0071,Auto_Check,2026-09-01T14:40:47.997107678,2026-09-01T14:42:21.433729700,System
GWF0071,QA,2026-09-01T14:43:16.581556747,2026-09-01T14:49:56.143718527,QA_1
GWF0071,Complete,2026-09-01T14:50:56.143718527,2026-09-01T14:51:08.143718527,System
GWF0072,Intake,2026-09-01T14:31:38.213179126,2026-09-01T14:33:55.523122983,Ops_2
GWF0072,Validate,2026-09-01T14:35:25.518187565,2026-09-01T14:43:08.343071099,Analyst_1
GWF0072,Auto_Check,2026-09-01T14:45:48.939543320,2026-09-01T14:47:33.556767403,System
GWF0072,QA,2026-09-01T14:48:47.823328421,2026-09-01T14:56:19.238392599,QA_1
GWF0072,Review,2026-09-01T15:00:57.153158647,2026-09-01T15:20:25.095003594,Analyst_2
GWF0072,QA,2026-09-01T15:23:39.581161688,2026-09-01T15:32:40.228761053,QA_1
GWF0072,Complete,2026-09-01T15:33:40.228761053,2026-09-01T15:33:52.228761053,System
GWF0073,Intake,2026-09-01T14:34:48.831654895,2026-09-01T14:38:59.442541754,Ops_2
GWF0073,Validate,2026-09-01T14:40:13.206713177,2026-09-01T14:48:50.255125294,Analyst_3
GWF0073,Auto_Check,2026-09-01T14:50:53.820113498,2026-09-01T14:52:44.264425833,System
GWF0073,QA,2026-09-01T14:53:36.323698616,2026-09-01T14:58:48.129236801,QA_1
GWF0073,Manager_Approval,2026-09-01T15:01:19.383703382,2026-09-01T15:14:14.272436328,Manager_1
GWF0073,Complete,2026-09-01T15:15:14.272436328,2026-09-01T15:15:26.272436328,System
GWF0074,Intake,2026-09-01T14:41:51.365453985,2026-09-01T14:45:54.205889034,Ops_2
GWF0074,Validate,2026-09-01T14:47:20.386042113,2026-09-01T14:55:47.142970795,Analyst_3
GWF0074,Review,2026-09-01T14:57:25.099459949,2026-09-01T15:13:32.255853112,Analyst_2
GWF0074,Exception,2026-09-01T15:16:38.349424990,2026-09-01T15:35:15.252304633,Senior_1
GWF0074,QA,2026-09-01T15:39:10.646430629,2026-09-01T15:47:53.438238519,QA_1
GWF0074,Complete,2026-09-01T15:48:53.438238519,2026-09-01T15:49:05.438238519,System
GWF0075,Intake,2026-09-01T14:46:16.140090436,2026-09-01T14:48:39.731074117,Ops_2
GWF0075,Validate,2026-09-01T14:50:41.505813468,2026-09-01T15:00:51.463871896,Analyst_3
GWF0075,Review,2026-09-01T15:02:17.259575658,2026-09-01T15:24:30.772618127,Analyst_3
GWF0075,QA,2026-09-01T15:28:31.069163996,2026-09-01T15:39:11.815865284,QA_1
GWF0075,Complete,2026-09-01T15:40:11.815865284,2026-09-01T15:40:23.815865284,System
GWF0076,Intake,2026-09-01T14:52:51.281290559,2026-09-01T14:57:20.901120531,Ops_1
GWF0076,Validate,2026-09-01T14:58:19.139536349,2026-09-01T15:07:24.804037365,Analyst_1
GWF0076,Auto_Check,2026-09-01T15:09:09.337898350,2026-09-01T15:11:11.644851309,System
GWF0076,QA,2026-09-01T15:12:53.783523102,2026-09-01T15:18:37.189023582,QA_2
GWF0076,Complete,2026-09-01T15:19:37.189023582,2026-09-01T15:19:49.189023582,System
GWF0077,Intake,2026-09-01T14:59:02.803459895,2026-09-01T15:02:39.260251816,Ops_1
GWF0077,Validate,2026-09-01T15:03:44.619690912,2026-09-01T15:09:47.422944391,Analyst_3
GWF0077,Review,2026-09-01T15:12:43.172104450,2026-09-01T15:25:09.930965519,Analyst_4
GWF0077,QA,2026-09-01T15:28:43.091707212,2026-09-01T15:36:28.422811056,QA_2
GWF0077,Manager_Approval,2026-09-01T15:37:53.881236988,2026-09-01T15:53:56.538585714,Manager_1
GWF0077,Complete,2026-09-01T15:54:56.538585714,2026-09-01T15:55:08.538585714,System
GWF0078,Intake,2026-09-01T15:03:09.731846841,2026-09-01T15:07:20.253361849,Ops_1
GWF0078,Validate,2026-09-01T15:08:39.022884489,2026-09-01T15:16:11.741871965,Analyst_1
GWF0078,Review,2026-09-01T15:18:41.503532692,2026-09-01T15:28:07.183987250,Analyst_2
GWF0078,Exception,2026-09-01T15:31:56.570926037,2026-09-01T15:51:12.250163592,Senior_2
GWF0078,QA,2026-09-01T15:57:09.915751135,2026-09-01T16:05:30.625711216,QA_2
GWF0078,Complete,2026-09-01T16:06:30.625711216,2026-09-01T16:06:42.625711216,System
GWF0079,Intake,2026-09-01T15:10:10.423651957,2026-09-01T15:15:04.982272335,Ops_1
GWF0079,Validate,2026-09-01T15:16:30.611797157,2026-09-01T15:25:11.805550329,Analyst_3
GWF0079,Review,2026-09-01T15:28:21.407987739,2026-09-01T15:45:05.388087665,Analyst_4
GWF0079,QA,2026-09-01T15:48:38.835276002,2026-09-01T15:54:46.815253187,QA_2
GWF0079,Complete,2026-09-01T15:55:46.815253187,2026-09-01T15:55:58.815253187,System
GWF0080,Intake,2026-09-01T15:14:28.770364232,2026-09-01T15:19:11.416116588,Ops_1
GWF0080,Validate,2026-09-01T15:20:39.006322338,2026-09-01T15:29:18.563179757,Analyst_1
GWF0080,Review,2026-09-01T15:31:08.690578780,2026-09-01T15:46:16.699198673,Analyst_4
GWF0080,QA,2026-09-01T15:52:22.820648570,2026-09-01T15:57:08.058745894,QA_1
GWF0080,Complete,2026-09-01T15:58:08.058745894,2026-09-01T15:58:20.058745894,System
GWF0081,Intake,2026-09-01T15:18:48.173418635,2026-09-01T15:23:50.826413362,Ops_1
GWF0081,Validate,2026-09-01T15:24:35.221180414,2026-09-01T15:34:45.813454345,Analyst_3
GWF0081,Review,2026-09-01T15:38:16.311448300,2026-09-01T15:51:54.353372081,Analyst_3
GWF0081,QA,2026-09-01T15:56:14.845040819,2026-09-01T16:05:01.244556242,QA_1
GWF0081,Complete,2026-09-01T16:06:01.244556242,2026-09-01T16:06:13.244556242,System
GWF0082,Intake,2026-09-01T15:26:51.715285906,2026-09-01T15:31:23.461899816,Ops_2
GWF0082,Validate,2026-09-01T15:32:49.532972930,2026-09-01T15:42:23.436388293,Analyst_3
GWF0082,Review,2026-09-01T15:44:35.046327572,2026-09-01T15:59:19.401393413,Analyst_3
GWF0082,QA,2026-09-01T16:05:03.390921372,2026-09-01T16:12:23.123761950,QA_2
GWF0082,Complete,2026-09-01T16:13:23.123761950,2026-09-01T16:13:35.123761950,System
GWF0083,Intake,2026-09-01T15:31:20.462148658,2026-09-01T15:33:22.494400551,Ops_1
GWF0083,Validate,2026-09-01T15:34:38.797026663,2026-09-01T15:41:52.503329990,Analyst_2
GWF0083,Review,2026-09-01T15:44:32.039846818,2026-09-01T15:58:50.209673924,Analyst_4
GWF0083,QA,2026-09-01T16:05:16.228180309,2026-09-01T16:10:25.261337084,QA_2
GWF0083,Complete,2026-09-01T16:11:25.261337084,2026-09-01T16:11:37.261337084,System
GWF0084,Intake,2026-09-01T15:35:47.696994619,2026-09-01T15:40:25.638766199,Ops_2
GWF0084,Validate,2026-09-01T15:41:27.950238737,2026-09-01T15:50:47.238052537,Analyst_2
GWF0084,Review,2026-09-01T15:53:54.234963438,2026-09-01T16:11:03.666330200,Analyst_2
GWF0084,QA,2026-09-01T16:18:27.025552981,2026-09-01T16:27:31.600997029,QA_2
GWF0084,Complete,2026-09-01T16:28:31.600997029,2026-09-01T16:28:43.600997029,System
GWF0085,Intake,2026-09-01T15:42:43.299906692,2026-09-01T15:47:26.211453885,Ops_2
GWF0085,Validate,2026-09-01T15:49:06.071005939,2026-09-01T15:57:01.228195845,Analyst_1
GWF0085,Auto_Check,2026-09-01T15:59:05.421182844,2026-09-01T16:01:19.362779738,System
GWF0085,QA,2026-09-01T16:02:44.527696670,2026-09-01T16:10:22.186437657,QA_2
GWF0085,Complete,2026-09-01T16:11:22.186437657,2026-09-01T16:11:34.186437657,System
GWF0086,Intake,2026-09-01T15:46:00.866480904,2026-09-01T15:49:04.261180751,Ops_2
GWF0086,Validate,2026-09-01T15:49:51.127094705,2026-09-01T16:01:43.018855854,Analyst_2
GWF0086,Review,2026-09-01T16:05:12.147250993,2026-09-01T16:27:12.353767629,Analyst_3
GWF0086,QA,2026-09-01T16:32:24.576522632,2026-09-01T16:39:06.573782096,QA_1
GWF0086,Complete,2026-09-01T16:40:06.573782096,2026-09-01T16:40:18.573782096,System
GWF0087,Intake,2026-09-01T15:52:58.042302144,2026-09-01T15:58:15.289665120,Ops_2
GWF0087,Validate,2026-09-01T15:58:54.225515795,2026-09-01T16:08:22.142234863,Analyst_2
GWF0087,Review,2026-09-01T16:11:01.120014837,2026-09-01T16:26:49.021876940,Analyst_4
GWF0087,QA,2026-09-01T16:31:44.676935169,2026-09-01T16:40:24.305955308,QA_1
GWF0087,Manager_Approval,2026-09-01T16:41:06.739089934,2026-09-01T16:51:13.329471713,Manager_1
GWF0087,Complete,2026-09-01T16:52:13.329471713,2026-09-01T16:52:25.329471713,System
GWF0088,Intake,2026-09-01T16:00:03.238564894,2026-09-01T16:04:17.027442617,Ops_1
GWF0088,Validate,2026-09-01T16:05:54.758319010,2026-09-01T16:12:22.188437330,Analyst_1
GWF0088,Auto_Check,2026-09-01T16:16:18.928133099,2026-09-01T16:18:13.653963941,System
GWF0088,QA,2026-09-01T16:18:44.511069056,2026-09-01T16:27:04.009964362,QA_1
GWF0088,Manager_Approval,2026-09-01T16:29:41.921069906,2026-09-01T16:43:03.234163962,Manager_1
GWF0088,Complete,2026-09-01T16:44:03.234163962,2026-09-01T16:44:15.234163962,System
GWF0089,Intake,2026-09-01T16:05:20.200357861,2026-09-01T16:08:20.940762686,Ops_2
GWF0089,Validate,2026-09-01T16:09:59.306315036,2026-09-01T16:20:34.660558399,Analyst_3
GWF0089,Auto_Check,2026-09-01T16:23:24.627870339,2026-09-01T16:25:06.352156696,System
GWF0089,QA,2026-09-01T16:25:43.143471244,2026-09-01T16:32:48.676731387,QA_2
GWF0089,Complete,2026-09-01T16:33:48.676731387,2026-09-01T16:34:00.676731387,System
GWF0090,Intake,2026-09-01T16:09:00.592291549,2026-09-01T16:11:31.668506260,Ops_1
GWF0090,Validate,2026-09-01T16:12:21.244445174,2026-09-01T16:18:24.649656834,Analyst_3
GWF0090,Review,2026-09-01T16:21:14.232899850,2026-09-01T16:31:59.751642011,Analyst_3
GWF0090,QA,2026-09-01T16:35:10.820660969,2026-09-01T16:41:51.311018519,QA_2
GWF0090,Complete,2026-09-01T16:42:51.311018519,2026-09-01T16:43:03.311018519,System
GWF0091,Intake,2026-09-01T16:13:50.628307839,2026-09-01T16:16:47.415189765,Ops_1
GWF0091,Validate,2026-09-01T16:18:27.486019434,2026-09-01T16:28:00.452112601,Analyst_1
GWF0091,Review,2026-09-01T16:29:43.153092230,2026-09-01T16:47:44.379114460,Analyst_3
GWF0091,Exception,2026-09-01T16:50:58.067124440,2026-09-01T17:15:49.623500627,Senior_2
GWF0091,QA,2026-09-01T17:20:21.537763086,2026-09-01T17:27:58.899066286,QA_1
GWF0091,Complete,2026-09-01T17:28:58.899066286,2026-09-01T17:29:10.899066286,System
GWF0092,Intake,2026-09-01T16:20:13.019116712,2026-09-01T16:24:49.119588389,Ops_2
GWF0092,Validate,2026-09-01T16:25:13.396108551,2026-09-01T16:38:55.634813871,Analyst_3
GWF0092,Review,2026-09-01T16:40:31.532269981,2026-09-01T17:00:50.713864793,Analyst_3
GWF0092,QA,2026-09-01T17:05:01.486395321,2026-09-01T17:12:57.876686239,QA_2
GWF0092,Review,2026-09-01T17:13:56.787328954,2026-09-01T17:34:52.042299418,Analyst_4
GWF0092,QA,2026-09-01T17:39:19.310001585,2026-09-01T17:44:13.673159445,QA_1
GWF0092,Complete,2026-09-01T17:45:13.673159445,2026-09-01T17:45:25.673159445,System
GWF0093,Intake,2026-09-01T16:27:35.392149488,2026-09-01T16:32:50.010526664,Ops_1
GWF0093,Validate,2026-09-01T16:33:43.936665351,2026-09-01T16:42:24.786882209,Analyst_2
GWF0093,Auto_Check,2026-09-01T16:43:09.053964748,2026-09-01T16:45:11.260495495,System
GWF0093,QA,2026-09-01T16:45:53.415323111,2026-09-01T16:52:38.615106120,QA_2
GWF0093,Complete,2026-09-01T16:53:38.615106120,2026-09-01T16:53:50.615106120,System
GWF0094,Intake,2026-09-01T16:31:27.307644950,2026-09-01T16:36:25.334822590,Ops_2
GWF0094,Validate,2026-09-01T16:37:31.943428249,2026-09-01T16:45:55.558549646,Analyst_1
GWF0094,Auto_Check,2026-09-01T16:47:25.958841922,2026-09-01T16:48:54.258541279,System
GWF0094,QA,2026-09-01T16:49:56.373044619,2026-09-01T16:59:23.299462622,QA_2
GWF0094,Complete,2026-09-01T17:00:23.299462622,2026-09-01T17:00:35.299462622,System
GWF0095,Intake,2026-09-01T16:36:06.160685901,2026-09-01T16:39:10.982336625,Ops_1
GWF0095,Validate,2026-09-01T16:41:24.624899067,2026-09-01T16:54:39.767929893,Analyst_1
GWF0095,Review,2026-09-01T16:57:32.954027747,2026-09-01T17:16:00.981270959,Analyst_3
GWF0095,Exception,2026-09-01T17:20:58.681951981,2026-09-01T17:44:22.593197237,Senior_1
GWF0095,QA,2026-09-01T17:50:17.248042580,2026-09-01T17:56:25.093615252,QA_2
GWF0095,Review,2026-09-01T17:59:03.883882062,2026-09-01T18:08:04.931990131,Analyst_2
GWF0095,QA,2026-09-01T18:10:57.987292577,2026-09-01T18:15:49.037864221,QA_2
GWF0095,Complete,2026-09-01T18:16:49.037864221,2026-09-01T18:17:01.037864221,System
GWF0096,Intake,2026-09-01T16:41:04.792645736,2026-09-01T16:44:25.755249212,Ops_1
GWF0096,Validate,2026-09-01T16:45:27.455892156,2026-09-01T16:55:48.077182064,Analyst_1
GWF0096,Auto_Check,2026-09-01T16:58:58.950939601,2026-09-01T17:01:34.111092952,System
GWF0096,QA,2026-09-01T17:02:06.857153696,2026-09-01T17:11:21.799378387,QA_2
GWF0096,Complete,2026-09-01T17:12:21.799378387,2026-09-01T17:12:33.799378387,System
GWF0097,Intake,2026-09-01T16:50:39.048284345,2026-09-01T16:55:54.793391912,Ops_2
GWF0097,Validate,2026-09-01T16:57:29.863651339,2026-09-01T17:06:06.697710495,Analyst_3
GWF0097,Review,2026-09-01T17:08:41.604309053,2026-09-01T17:22:18.490572692,Analyst_2
GWF0097,Exception,2026-09-01T17:26:34.524696928,2026-09-01T17:48:58.449774156,Senior_1
GWF0097,QA,2026-09-01T17:57:29.879725886,2026-09-01T18:03:25.463885740,QA_2
GWF0097,Manager_Approval,2026-09-01T18:06:05.319664567,2026-09-01T18:15:43.899249445,Manager_1
GWF0097,Complete,2026-09-01T18:16:43.899249445,2026-09-01T18:16:55.899249445,System
GWF0098,Intake,2026-09-01T16:53:26.293748558,2026-09-01T16:56:36.155398588,Ops_2
GWF0098,Validate,2026-09-01T16:57:55.707920362,2026-09-01T17:06:00.170687820,Analyst_1
GWF0098,Review,2026-09-01T17:09:06.343881944,2026-09-01T17:23:05.084485652,Analyst_2
GWF0098,QA,2026-09-01T17:25:59.773083775,2026-09-01T17:32:50.771696717,QA_1
GWF0098,Complete,2026-09-01T17:33:50.771696717,2026-09-01T17:34:02.771696717,System
GWF0099,Intake,2026-09-01T16:58:57.916183736,2026-09-01T17:02:49.658073133,Ops_2
GWF0099,Validate,2026-09-01T17:03:53.957249519,2026-09-01T17:11:16.036588805,Analyst_2
GWF0099,Review,2026-09-01T17:13:27.060500577,2026-09-01T17:32:03.243948954,Analyst_3
GWF0099,QA,2026-09-01T17:35:34.516019873,2026-09-01T17:40:44.871357572,QA_2
GWF0099,Complete,2026-09-01T17:41:44.871357572,2026-09-01T17:41:56.871357572,System
GWF0100,Intake,2026-09-01T17:05:17.813147522,2026-09-01T17:10:29.315673213,Ops_1
