CaseID,Activity,StartTime,EndTime,Resource
C0056,Review,2026-09-01T16:10:21.035821174,2026-09-01T16:32:45.030937256,Analyst_3
C0056,QA,2026-09-01T16:37:29.163498472,2026-09-01T16:44:54.699985994,QA_2
C0056,Review,2026-09-01T16:48:02.689516267,2026-09-01T17:02:55.795327410,Analyst_3
C0056,QA,2026-09-01T17:06:10.439130683,2026-09-01T17:12:13.913183147,QA_2
C0056,Complete,2026-09-01T17:13:04.265361223,2026-09-01T17:13:16.265361223,System
C0057,Intake,2026-09-01T16:00:21.969395008,2026-09-01T16:04:35.083188104,Ops_B
C0057,Validate,2026-09-01T16:05:24.063744064,2026-09-01T16:14:26.314809200,Analyst_3
C0057,Review,2026-09-01T16:16:02.645084283,2026-09-01T16:26:35.802247504,Analyst_2
C0057,QA,2026-09-01T16:31:39.295441093,2026-09-01T16:39:26.593468707,QA_1
C0057,Complete,2026-09-01T16:40:36.095881693,2026-09-01T16:40:48.095881693,System
C0058,Intake,2026-09-01T16:09:50.529438162,2026-09-01T16:12:56.395961447,Ops_B
C0058,Validate,2026-09-01T16:14:12.722927022,2026-09-01T16:22:42.375896954,Analyst_3
C0058,Review,2026-09-01T16:25:18.885032592,2026-09-01T16:50:39.857834709,Analyst_4
C0058,QA,2026-09-01T16:54:59.545127704,2026-09-01T17:03:03.387387218,QA_2
C0058,Complete,2026-09-01T17:04:06.532775043,2026-09-01T17:04:18.532775043,System
C0059,Intake,2026-09-01T16:15:32.892702537,2026-09-01T16:22:05.477679146,Ops_B
C0059,Validate,2026-09-01T16:24:06.123959840,2026-09-01T16:32:41.252216245,Analyst_1
C0059,Review,2026-09-01T16:35:15.200273574,2026-09-01T16:56:53.264599948,Analyst_3
C0059,QA,2026-09-01T17:01:56.994870480,2026-09-01T17:09:58.505274441,QA_1
C0059,Complete,2026-09-01T17:10:12.018068056,2026-09-01T17:10:24.018068056,System
C0060,Intake,2026-09-01T16:23:29.991540174,2026-09-01T16:26:42.854608022,Ops_A
C0060,Validate,2026-09-01T16:27:20.931839141,2026-09-01T16:37:13.922489877,Analyst_2
C0060,Review,2026-09-01T16:39:23.990046027,2026-09-01T16:52:01.868006097,Analyst_4
C0060,QA,2026-09-01T16:56:13.034756244,2026-09-01T17:04:08.003331047,QA_1
C0060,Complete,2026-09-01T17:05:25.386115305,2026-09-01T17:05:37.386115305,System
